centerFrame,time,zeroCross,intensity,autoCorr,LPC1,error,bandRatio,HNR
15908,159.08000,46.00000,1.93406,0.87854,-1.78899,-2.89095,12.68747,7.31702
15909,159.09000,45.00000,1.86357,0.88658,-1.61797,-2.86851,12.95468,7.18823
15910,159.10000,50.00000,1.53485,0.88514,-1.73391,-2.89669,12.82609,7.27338
15911,159.11000,49.00000,1.62443,0.89130,-1.62155,-2.83951,13.03932,7.27269
15912,159.12000,40.00000,1.62900,0.90497,-1.77738,-2.90440,14.28170,7.22376
15913,159.13000,38.00000,2.04600,0.90297,-1.89490,-2.90885,13.87422,7.29539
15914,159.14000,34.00000,2.32042,0.90364,-1.88347,-2.91990,13.83719,7.23864
15915,159.15000,30.00000,2.41756,0.90624,-1.87918,-2.91303,14.37298,7.18735
15916,159.16000,36.00000,2.27630,0.90195,-1.88805,-2.91643,14.10118,7.13988
15917,159.17000,40.00000,2.60096,0.90386,-1.81779,-2.90365,14.27980,7.27240
15918,159.18000,42.00000,2.71035,0.90405,-1.93551,-2.93292,14.22189,7.34795
15919,159.19000,41.00000,2.51705,0.90745,-1.83133,-2.91359,14.82242,7.43870
15920,159.20000,40.00000,2.36317,0.91047,-1.81726,-2.91888,15.39980,7.44668
15921,159.21000,39.00000,2.04693,0.90561,-1.65660,-2.87180,15.05725,7.35550
15922,159.22000,36.00000,2.05419,0.89795,-1.58760,-2.86284,13.80797,7.22514
15923,159.23000,35.00000,1.88087,0.89550,-1.51912,-2.82589,12.44404,7.04843
15924,159.24000,38.00000,1.96088,0.88955,-1.62297,-2.86721,13.38726,7.00259
15925,159.25000,34.00000,2.01995,0.88716,-1.54479,-2.83194,13.66518,7.01007
15926,159.26000,31.00000,2.47368,0.89767,-2.01382,-2.92191,15.04288,7.03451
15927,159.27000,33.00000,2.48980,0.89499,-1.84600,-2.90698,14.86283,7.21035
15928,159.28000,34.00000,2.49276,0.89563,-1.68244,-2.86279,15.19119,7.23847
15929,159.29000,34.00000,2.83876,0.89652,-2.13149,-2.94224,16.10608,7.25947
15930,159.30000,41.00000,2.48968,0.88654,-1.61497,-2.85015,14.63060,7.19726
15931,159.31000,51.00000,2.76056,0.87905,-1.82892,-2.90347,14.86540,7.16367
15932,159.32000,55.00000,2.87492,0.87370,-1.73324,-2.88967,14.07676,6.93697
15933,159.33000,52.00000,2.63643,0.87960,-1.67596,-2.86138,13.77013,6.98298
15934,159.34000,50.00000,2.69537,0.87720,-1.77993,-2.88659,14.44595,6.91526
15935,159.35000,52.00000,2.47719,0.87242,-1.68001,-2.86233,14.52785,6.99007
15936,159.36000,48.00000,2.84427,0.88013,-1.64632,-2.82901,14.38550,7.00466
15937,159.37000,42.00000,3.28748,0.88328,-2.04040,-2.92259,15.48579,7.11421
15938,159.38000,40.00000,3.15251,0.88004,-1.71171,-2.86654,15.03069,7.20782
15939,159.39000,41.00000,3.31380,0.87990,-1.74350,-2.86502,15.25754,7.26950
15940,159.40000,47.00000,3.66263,0.87968,-2.02273,-2.92158,15.93264,7.21671
15941,159.41000,44.00000,3.53042,0.87970,-1.81083,-2.87382,15.38706,7.30236
15942,159.42000,39.00000,3.64347,0.87959,-1.81957,-2.86848,15.52904,7.27751
15943,159.43000,40.00000,3.94852,0.87758,-2.05956,-2.91699,16.31075,7.15461
15944,159.44000,40.00000,3.71049,0.87382,-1.77259,-2.86137,15.96074,7.19368
15945,159.45000,39.00000,3.92394,0.87401,-1.71797,-2.83766,15.80457,7.18350
15946,159.46000,40.00000,4.55951,0.87582,-1.89037,-2.88776,16.86517,7.00024
15947,159.47000,42.00000,4.41036,0.87171,-1.75308,-2.85831,16.63365,6.93684
15948,159.48000,45.00000,4.24331,0.86756,-1.69012,-2.83878,16.23196,6.90638
15949,159.49000,49.00000,4.74338,0.86234,-1.99028,-2.89723,16.55450,6.72269
15950,159.50000,51.00000,4.76918,0.85842,-1.84082,-2.86440,15.60064,6.75646
15951,159.51000,49.00000,4.61306,0.86635,-2.00930,-2.90101,16.94642,6.93863
15952,159.52000,46.00000,5.05032,0.86861,-1.69628,-2.83788,17.33267,7.02006
15953,159.53000,39.00000,5.11241,0.86805,-1.92410,-2.89508,17.69875,7.00547
15954,159.54000,38.00000,4.61279,0.86365,-1.62796,-2.81589,16.03202,7.07651
15955,159.55000,39.00000,4.32986,0.85983,-1.88854,-2.87848,15.81710,6.94925
15956,159.56000,38.00000,4.72785,0.85706,-1.73728,-2.84082,15.53262,6.74724
15957,159.57000,41.00000,4.72213,0.84977,-1.85484,-2.87172,15.10477,6.61950
15958,159.58000,47.00000,4.23922,0.84986,-1.72987,-2.83040,14.90994,6.60834
15959,159.59000,51.00000,3.91807,0.86070,-1.97577,-2.88703,16.01309,6.58537
15960,159.60000,50.00000,3.72340,0.86897,-1.95372,-2.87433,15.65688,6.57661
15961,159.61000,52.00000,3.51570,0.86719,-2.01807,-2.88712,15.63964,6.72544
15962,159.62000,56.00000,2.77836,0.87105,-1.86289,-2.84754,15.24149,6.74574
15963,159.63000,55.00000,2.01824,0.87162,-2.01139,-2.87978,15.18559,6.74659
15964,159.64000,48.00000,1.71496,0.88136,-1.86004,-2.84027,14.66638,6.83112
15965,159.65000,41.00000,1.36267,0.89269,-1.99427,-2.87470,15.20496,6.82141
15966,159.66000,35.00000,1.09679,0.90145,-1.84805,-2.86283,15.64372,6.89935
15967,159.67000,34.00000,1.12142,0.90309,-1.87455,-2.87965,16.36783,7.06055
15968,159.68000,41.00000,0.65687,0.89542,-1.85545,-2.88189,16.40179,7.12538
15969,159.69000,41.00000,0.20581,0.89829,-1.73649,-2.86286,16.46560,7.07467
15970,159.70000,42.00000,0.17468,0.89257,-1.73082,-2.86101,16.36779,7.19286
15971,159.71000,41.00000,-0.02671,0.89588,-1.72021,-2.86047,16.46413,7.16690
15972,159.72000,37.00000,0.30416,0.90353,-1.78528,-2.87323,16.96534,6.97074
15973,159.73000,39.00000,0.11425,0.90533,-1.86573,-2.88223,17.06643,6.94833
15974,159.74000,35.00000,-0.52020,0.90929,-1.60873,-2.83819,16.79158,6.94249
15975,159.75000,29.00000,-0.31504,0.91354,-1.82829,-2.88447,17.64718,6.82252
15976,159.76000,31.00000,-0.20803,0.91959,-1.61708,-2.82597,16.81835,6.76318
15977,159.77000,36.00000,-0.17206,0.92528,-1.58227,-2.83237,16.89808,6.86540
15978,159.78000,38.00000,-0.00351,0.91853,-1.95697,-2.89278,17.25222,6.84510
15979,159.79000,39.00000,-0.22063,0.91305,-1.59115,-2.79676,15.76907,6.90256
15980,159.80000,36.00000,-0.38581,0.91844,-1.66976,-2.83080,16.37891,6.99522
15981,159.81000,36.00000,0.13489,0.92121,-1.92197,-2.88548,17.27534,7.04470
15982,159.82000,41.00000,0.07682,0.91962,-1.67817,-2.83767,17.12639,7.03375
15983,159.83000,39.00000,-0.29021,0.92068,-1.73944,-2.84969,17.11752,7.13135
15984,159.84000,31.00000,-0.09303,0.91973,-1.95979,-2.88831,17.41889,7.09661
15985,159.85000,33.00000,0.05430,0.92141,-1.72109,-2.84238,16.88927,7.12640
15986,159.86000,37.00000,-0.10730,0.92394,-1.83209,-2.86828,17.33164,7.17370
15987,159.87000,42.00000,0.17923,0.91958,-1.87211,-2.86720,17.28325,7.03983
15988,159.88000,45.00000,0.01601,0.91237,-1.81758,-2.84431,16.29130,7.04958
15989,159.89000,41.00000,-0.47027,0.91049,-1.90547,-2.86070,16.45921,7.13823
15990,159.90000,34.00000,0.14689,0.91460,-1.92773,-2.86771,16.75880,7.04512
15991,159.91000,31.00000,0.09922,0.91535,-1.97551,-2.87751,16.76513,6.98943
15992,159.92000,32.00000,-0.34208,0.91711,-1.89927,-2.87152,17.02878,7.12208
15993,159.93000,36.00000,-0.15122,0.91308,-1.74774,-2.83306,16.73521,7.10954
15994,159.94000,39.00000,-0.32660,0.90523,-1.79409,-2.83305,16.07786,7.04998
15995,159.95000,38.00000,-0.53683,0.90713,-1.76655,-2.82887,16.03128,7.10690
15996,159.96000,36.00000,-0.24682,0.90601,-1.75630,-2.81901,15.61522,7.00904
15997,159.97000,35.00000,-0.28842,0.90193,-1.85317,-2.84411,16.09938,7.07861
15998,159.98000,36.00000,-0.69963,0.89973,-1.74568,-2.81878,15.59742,7.08223
15999,159.99000,36.00000,-0.32305,0.89909,-1.70815,-2.80586,15.23870,6.93174
16000,160.00000,33.00000,-0.00171,0.89993,-1.95999,-2.86079,15.58264,6.87115
16001,160.01000,32.00000,-0.17871,0.90198,-1.76458,-2.81937,15.20084,6.85916
16002,160.02000,34.00000,-0.18164,0.90080,-1.66588,-2.79554,14.81409,6.76364
16003,160.03000,36.00000,-0.12662,0.89166,-1.94928,-2.85533,14.61704,6.65502
16004,160.04000,37.00000,-0.12562,0.89029,-1.63842,-2.77183,13.96734,6.84502
16005,160.05000,36.00000,-0.06721,0.90730,-1.94959,-2.87776,16.08962,6.91494
16006,160.06000,36.00000,0.22372,0.91101,-1.76738,-2.83921,15.92323,6.99906
16007,160.07000,36.00000,0.12249,0.90987,-2.00082,-2.88182,16.20492,7.00143
16008,160.08000,38.00000,-0.29777,0.91166,-1.90087,-2.86812,16.47838,7.06739
16009,160.09000,36.00000,-0.70264,0.91511,-2.00167,-2.89206,17.06812,6.94876
16010,160.10000,30.00000,-0.67963,0.91673,-1.90615,-2.87970,17.07584,6.77589
16011,160.11000,28.00000,-0.51511,0.92144,-2.01583,-2.90052,17.09756,6.67274
16012,160.12000,28.00000,-0.63483,0.92678,-1.89015,-2.88410,17.08806,6.75346
16013,160.13000,28.00000,-0.67471,0.92682,-2.19737,-2.92633,17.22236,6.79192
16014,160.14000,28.00000,-0.45032,0.92590,-1.90731,-2.88316,16.39291,6.81319
16015,160.15000,30.00000,-0.57821,0.92442,-2.12832,-2.91602,16.76527,6.88961
16016,160.16000,32.00000,-1.24562,0.92189,-1.89218,-2.87543,15.95501,6.99913
16017,160.17000,34.00000,-1.51897,0.91807,-1.89540,-2.87676,15.23863,7.04792
16018,160.18000,36.00000,-1.06551,0.91929,-1.91215,-2.88081,15.46538,6.97874
16019,160.19000,33.00000,-0.86499,0.92039,-1.93455,-2.89105,15.42659,6.99169
16020,160.20000,32.00000,-0.99179,0.92211,-2.07164,-2.91260,14.63365,7.08609
16021,160.21000,37.00000,-0.91090,0.92495,-1.86858,-2.88407,14.54278,6.97971
16022,160.22000,39.00000,-1.03701,0.91807,-2.01733,-2.90080,14.03877,6.85059
16023,160.23000,35.00000,-1.39147,0.91166,-1.78612,-2.85395,13.38609,6.95027
16024,160.24000,35.00000,-1.50216,0.91665,-1.94301,-2.89392,13.41687,7.01217
16025,160.25000,36.00000,-0.99689,0.92340,-1.96816,-2.89937,13.78665,6.92686
16026,160.26000,33.00000,-1.06769,0.92602,-1.97763,-2.90569,14.09348,6.95887
16027,160.27000,28.00000,-1.35280,0.92761,-1.81706,-2.88219,14.09777,6.98232
16028,160.28000,27.00000,-1.42772,0.92659,-1.81215,-2.87699,14.61048,6.90719
16029,160.29000,34.00000,-1.43413,0.91957,-1.88538,-2.87762,14.23106,6.81250
16030,160.30000,39.00000,-1.37891,0.91840,-1.82962,-2.86471,14.05272,6.94978
16031,160.31000,39.00000,-1.38403,0.92406,-1.89244,-2.89052,13.52440,6.98816
16032,160.32000,37.00000,-1.05624,0.92153,-1.77904,-2.86879,12.83923,6.93593
16033,160.33000,40.00000,-1.22182,0.91468,-1.82272,-2.86879,12.40361,6.83313
16034,160.34000,40.00000,-1.84713,0.90934,-1.73109,-2.84537,11.69382,6.74242
16035,160.35000,36.00000,-1.98326,0.90723,-1.58916,-2.81366,11.44145,6.57582
16036,160.36000,34.00000,-1.41761,0.91158,-1.70123,-2.83856,11.95153,6.58631
16037,160.37000,35.00000,-1.36249,0.91426,-1.62192,-2.82214,12.08771,6.68370
16038,160.38000,35.00000,-1.61931,0.92089,-1.83499,-2.87591,12.94744,6.73669
16039,160.39000,34.00000,-1.24989,0.92515,-1.84047,-2.87633,13.49811,6.74981
16040,160.40000,32.00000,-1.49458,0.92409,-1.93520,-2.88973,13.29440,6.66689
16041,160.41000,32.00000,-2.02123,0.92598,-1.76035,-2.86138,12.73421,6.64675
16042,160.42000,30.00000,-2.07913,0.92977,-1.82821,-2.87984,12.95492,6.66350
16043,160.43000,19.00000,-1.95747,0.93816,-1.45487,-2.80400,13.18987,6.60660
16044,160.44000,13.00000,-2.14339,0.93983,-1.68601,-2.87051,13.78464,6.57997
16045,160.45000,19.00000,-2.63670,0.93852,-1.39516,-2.81543,13.19922,6.73466
16046,160.46000,27.00000,-2.74251,0.94169,-1.61854,-2.86211,14.17405,6.85804
16047,160.47000,30.00000,-2.24950,0.94286,-1.65134,-2.87421,15.98744,6.85341
16048,160.48000,31.00000,-2.19842,0.94457,-1.63897,-2.87820,16.25636,6.88698
16049,160.49000,31.00000,-2.39883,0.94585,-1.69353,-2.89926,17.25294,6.88572
16050,160.50000,38.00000,-3.03603,0.94027,-1.66643,-2.88719,17.10782,6.87860
16051,160.51000,33.00000,-3.89997,0.94021,-1.76371,-2.90453,16.45699,6.64384
16052,160.52000,16.00000,-3.37926,0.94919,-1.79156,-2.92225,15.97896,6.45685
16053,160.53000,15.00000,-3.36492,0.94987,-1.77441,-2.92460,14.17287,6.39005
16054,160.54000,17.00000,-3.45782,0.95586,-1.72379,-2.92369,13.79300,6.57697
16055,160.55000,14.00000,-3.31730,0.96636,-1.62464,-2.93277,15.57735,6.63054
16056,160.56000,12.00000,-3.00246,0.97271,-1.54831,-2.94185,17.96981,6.73250
16057,160.57000,15.00000,-2.84318,0.97822,-1.52663,-2.95021,18.42314,6.86021
16058,160.58000,15.00000,-2.87393,0.98147,-1.53041,-2.96456,19.72696,6.95973
16059,160.59000,12.00000,-2.58487,0.98205,-1.42615,-2.95740,19.07821,6.86367
16060,160.60000,12.00000,-2.48680,0.98257,-1.54877,-2.96827,19.20382,6.77471
16061,160.61000,13.00000,-2.51363,0.98202,-1.56152,-2.96866,19.03508,6.74482
16062,160.62000,13.00000,-2.51763,0.98164,-1.65054,-2.97575,19.62046,6.75783
16063,160.63000,12.00000,-2.27098,0.98129,-1.33942,-2.93801,17.27722,6.73132
16064,160.64000,12.00000,-1.96699,0.98076,-1.92330,-2.98346,19.54772,6.71562
16065,160.65000,13.00000,-1.93866,0.98048,-1.39309,-2.93465,16.66601,6.70064
16066,160.66000,13.00000,-2.02627,0.98051,-1.87113,-2.98275,19.70012,6.69913
16067,160.67000,12.00000,-2.07947,0.98090,-1.71503,-2.97702,19.66037,6.64182
16068,160.68000,12.00000,-2.11033,0.98153,-1.57626,-2.96762,19.23361,6.61444
16069,160.69000,12.00000,-2.14326,0.98240,-1.57808,-2.96591,18.74578,6.60296
16070,160.70000,13.00000,-2.28066,0.98182,-1.60822,-2.97064,18.77841,6.65351
16071,160.71000,13.00000,-2.26361,0.98224,-1.58957,-2.97027,19.02932,6.71214
16072,160.72000,12.00000,-1.94774,0.98354,-1.42430,-2.94631,17.72720,6.75485
16073,160.73000,12.00000,-1.86377,0.98319,-1.67560,-2.97273,19.30051,6.77178
16074,160.74000,13.00000,-2.06755,0.98270,-1.38435,-2.95039,17.64436,6.78202
16075,160.75000,13.00000,-2.23216,0.98287,-1.72354,-2.97577,18.84596,6.74318
16076,160.76000,12.00000,-2.26012,0.98280,-1.68229,-2.97288,17.92635,6.69059
16077,160.77000,12.00000,-2.06502,0.98322,-1.57563,-2.96325,17.47634,6.64771
16078,160.78000,12.00000,-2.01598,0.98349,-1.60482,-2.96525,17.93305,6.62940
16079,160.79000,12.00000,-2.20200,0.98261,-1.60648,-2.96896,18.75122,6.65090
16080,160.80000,13.00000,-2.22359,0.98121,-1.69630,-2.97207,19.07919,6.73890
16081,160.81000,12.00000,-2.10244,0.97988,-1.53299,-2.95454,17.29419,6.82267
16082,160.82000,11.00000,-1.91681,0.97938,-1.76721,-2.97128,18.70784,6.81754
16083,160.83000,11.00000,-1.94549,0.97924,-1.54474,-2.95296,18.33143,6.85606
16084,160.84000,13.00000,-2.17289,0.97902,-1.83426,-2.97688,19.30199,6.89304
16085,160.85000,13.00000,-2.22156,0.97976,-2.05193,-2.98634,20.21190,6.83470
16086,160.86000,12.00000,-2.12293,0.98106,-1.54373,-2.96299,19.40179,6.74317
16087,160.87000,12.00000,-2.07807,0.98201,-1.73138,-2.97378,20.27506,6.76133
16088,160.88000,12.00000,-2.25686,0.98195,-1.56265,-2.96209,19.21254,6.71553
16089,160.89000,13.00000,-2.46181,0.98117,-1.69714,-2.97131,19.81833,6.73710
16090,160.90000,13.00000,-2.47497,0.98059,-1.52025,-2.95303,18.53776,6.76506
16091,160.91000,14.00000,-2.22572,0.98123,-1.75249,-2.96887,20.05488,6.73677
16092,160.92000,14.00000,-2.27539,0.98155,-1.58994,-2.95985,19.56782,6.68979
16093,160.93000,13.00000,-2.53178,0.98142,-1.63433,-2.96562,19.07908,6.71417
16094,160.94000,13.00000,-2.47180,0.98242,-1.86185,-2.98151,20.51555,6.64249
16095,160.95000,14.00000,-2.33162,0.98315,-1.57153,-2.96548,19.38932,6.62756
16096,160.96000,16.00000,-2.26885,0.98350,-1.66930,-2.97043,19.07860,6.62188
16097,160.97000,16.00000,-2.30195,0.98297,-1.63144,-2.96918,18.99882,6.62734
16098,160.98000,17.00000,-2.42616,0.98239,-1.64030,-2.96925,19.13684,6.63445
16099,160.99000,14.00000,-2.32974,0.98274,-1.38615,-2.93900,17.50782,6.59702
16100,161.00000,12.00000,-2.14625,0.98217,-1.86845,-2.97810,19.36350,6.45745
16101,161.01000,13.00000,-2.37736,0.98084,-1.43386,-2.93294,16.64157,6.41869
16102,161.02000,13.00000,-2.55881,0.98057,-1.77991,-2.97168,18.33633,6.44170
16103,161.03000,12.00000,-2.36298,0.98144,-1.66952,-2.96723,17.99446,6.36633
16104,161.04000,14.00000,-2.21188,0.98255,-1.66188,-2.96937,18.83927,6.31650
16105,161.05000,14.00000,-2.33804,0.98268,-1.66913,-2.96881,19.82273,6.40346
16106,161.06000,13.00000,-2.49532,0.98227,-1.72948,-2.97246,20.39353,6.51050
16107,161.07000,13.00000,-2.35689,0.98220,-1.51142,-2.95540,19.23725,6.58240
16108,161.08000,12.00000,-2.13106,0.98232,-1.82922,-2.97756,21.71085,6.68049
16109,161.09000,12.00000,-2.27323,0.98125,-1.57156,-2.95507,19.89136,6.82940
16110,161.10000,13.00000,-2.52403,0.98018,-1.79150,-2.97295,20.31834,6.87103
16111,161.11000,12.00000,-2.58979,0.97985,-1.78389,-2.96896,18.70482,6.87565
16112,161.12000,12.00000,-2.66532,0.97999,-1.77434,-2.96807,18.11356,6.76111
16113,161.13000,13.00000,-2.85479,0.98198,-1.69769,-2.97086,19.31852,6.62476
16114,161.14000,13.00000,-3.17701,0.98466,-1.55101,-2.97103,20.21280,6.33393
16115,161.15000,12.00000,-3.63225,0.98678,-1.87477,-2.99268,20.97102,5.01844
16116,161.16000,16.00000,-5.48578,0.98633,-1.44127,-2.97143,16.95369,3.44651
16117,161.17000,30.00000,-10.40996,0.97531,-1.63130,-2.94522,14.81962,2.05419
16118,161.18000,43.00000,-17.67522,0.89605,-1.74900,-2.81116,12.06377,0.72401
16119,161.19000,50.00000,-17.96550,0.88552,-1.72413,-2.78751,12.06111,-0.42534
16120,161.20000,49.00000,-17.48345,0.89177,-1.89123,-2.83280,13.05657,-0.51699
16121,161.21000,47.00000,-17.09686,0.89570,-1.61754,-2.77712,13.44679,-0.36817
16122,161.22000,49.00000,-17.07002,0.89221,-1.59301,-2.77272,13.97179,-0.22388
16123,161.23000,51.00000,-17.06008,0.88084,-1.42788,-2.68931,12.89338,-0.04030
16124,161.24000,50.00000,-16.74918,0.87109,-1.30067,-2.62456,12.34307,0.09228
16125,161.25000,49.00000,-16.23090,0.87292,-1.40073,-2.67537,13.43384,0.24508
16126,161.26000,47.00000,-16.06708,0.86826,-1.27176,-2.60725,12.17282,0.35625
16127,161.27000,49.00000,-16.23237,0.85573,-1.21155,-2.56809,11.75398,0.41244
16128,161.28000,54.00000,-15.89995,0.85271,-1.11732,-2.52519,11.65738,0.40817
16129,161.29000,59.00000,-15.84007,0.84338,-1.15844,-2.50334,11.16981,0.33700
16130,161.30000,55.00000,-15.73621,0.83753,-1.13937,-2.48291,10.77065,0.38666
16131,161.31000,47.00000,-15.29696,0.83661,-1.06964,-2.42757,10.65332,0.42977
16132,161.32000,48.00000,-15.04200,0.83216,-1.07536,-2.46065,11.09601,0.44484
16133,161.33000,59.00000,-14.94254,0.82916,-1.03847,-2.46635,10.98137,0.45795
16134,161.34000,59.00000,-15.03845,0.81858,-1.00410,-2.42620,11.04797,0.69748
16135,161.35000,53.00000,-14.87470,0.80058,-0.91723,-2.34065,10.83270,0.74085
16136,161.36000,52.00000,-14.58908,0.81433,-0.98857,-2.40675,10.93193,0.94112
16137,161.37000,49.00000,-14.86281,0.84543,-1.14799,-2.51161,11.96881,1.21929
16138,161.38000,45.00000,-15.25713,0.87346,-1.18929,-2.61587,13.34233,1.53447
16139,161.39000,44.00000,-15.15641,0.88680,-1.26303,-2.69880,15.43686,1.61071
16140,161.40000,44.00000,-15.06257,0.89296,-1.37703,-2.74462,16.43801,1.78378
16141,161.41000,49.00000,-15.16657,0.90484,-1.56094,-2.81130,17.27668,1.81773
16142,161.42000,51.00000,-15.42729,0.90925,-1.60189,-2.83371,17.08096,1.71846
16143,161.43000,44.00000,-15.50219,0.91276,-1.69858,-2.87060,17.05597,1.51787
16144,161.44000,45.00000,-15.24131,0.91539,-1.60918,-2.84423,17.25229,1.52827
16145,161.45000,48.00000,-15.22672,0.91276,-1.82646,-2.88655,17.27043,1.41874
16146,161.46000,47.00000,-15.41279,0.90904,-1.53462,-2.82918,17.05016,1.01308
16147,161.47000,48.00000,-15.29742,0.91028,-1.71500,-2.87134,17.19558,-39.26420
16148,161.48000,36.00000,-10.83879,0.96467,-1.66487,-2.93225,18.20459,-39.35660
16149,161.49000,19.00000,-9.16250,0.97459,-1.74818,-2.96233,19.04807,-39.10824
16150,161.50000,22.00000,-9.82332,0.97158,-1.66049,-2.94732,18.67616,-38.86896
16151,161.51000,27.00000,-7.73458,0.96998,-1.60390,-2.93708,21.35931,-37.73386
16152,161.52000,23.00000,-2.53064,0.97022,-1.67334,-2.96654,25.43848,3.48768
16153,161.53000,22.00000,2.67962,0.96837,-1.65056,-2.97937,25.42981,4.59871
16154,161.54000,23.00000,4.90459,0.96741,-1.30103,-2.95888,23.80919,5.23256
16155,161.55000,22.00000,5.37239,0.96737,-1.31454,-2.96818,24.55382,5.90940
16156,161.56000,21.00000,5.28133,0.96494,-1.20265,-2.91343,20.71720,5.99208
16157,161.57000,21.00000,4.44439,0.96022,-1.31748,-2.93744,21.83963,5.89122
16158,161.58000,22.00000,3.92968,0.95184,-1.23701,-2.88554,20.19850,5.82634
16159,161.59000,21.00000,4.09507,0.94470,-1.28300,-2.88171,19.97768,5.58504
16160,161.60000,23.00000,3.88587,0.93743,-1.26157,-2.86180,16.99790,5.36724
16161,161.61000,29.00000,3.43799,0.92328,-1.21170,-2.80191,13.85395,5.32314
16162,161.62000,30.00000,3.71626,0.91713,-1.14041,-2.75577,13.64011,5.14329
16163,161.63000,30.00000,4.02213,0.91470,-1.06316,-2.74588,13.96578,4.99698
16164,161.64000,37.00000,4.08217,0.89375,-1.01896,-2.68063,11.45560,5.07560
16165,161.65000,46.00000,3.76304,0.87893,-1.00490,-2.64692,11.54043,5.21517
16166,161.66000,52.00000,2.57763,0.86070,-1.13165,-2.62673,11.51661,5.35220
16167,161.67000,47.00000,2.19908,0.84427,-1.17377,-2.57534,11.16309,5.66778
16168,161.68000,36.00000,2.82359,0.85614,-1.28580,-2.67947,12.35789,5.90152
16169,161.69000,40.00000,2.83410,0.84751,-1.32227,-2.70019,12.29753,6.14728
16170,161.70000,42.00000,2.75398,0.83402,-1.35089,-2.66848,11.82365,6.35778
16171,161.71000,41.00000,2.64758,0.83782,-1.38441,-2.70159,12.19831,6.48655
16172,161.72000,39.00000,2.44754,0.83878,-1.34568,-2.68168,12.18806,6.53894
16173,161.73000,36.00000,2.92393,0.84410,-1.34423,-2.66725,11.97828,6.68567
16174,161.74000,38.00000,3.05093,0.85341,-1.42563,-2.71070,11.73918,6.51766
16175,161.75000,38.00000,3.14905,0.87153,-1.34622,-2.71084,12.28775,6.49279
16176,161.76000,38.00000,2.97714,0.87197,-1.32671,-2.70430,12.47060,6.47930
16177,161.77000,38.00000,2.90061,0.87855,-1.40715,-2.72315,12.34243,6.58438
16178,161.78000,37.00000,3.56906,0.89797,-1.29211,-2.74423,13.20274,6.46396
16179,161.79000,33.00000,3.87767,0.90601,-1.27850,-2.79734,13.36290,6.56509
16180,161.80000,27.00000,3.45740,0.90660,-1.26765,-2.79756,13.20492,6.45238
16181,161.81000,28.00000,2.37696,0.90087,-1.26416,-2.75092,13.71433,6.23490
16182,161.82000,33.00000,1.72294,0.89401,-1.19311,-2.67997,13.64247,6.07381
16183,161.83000,33.00000,2.09158,0.89625,-1.17127,-2.68830,14.27231,6.05171
16184,161.84000,33.00000,2.02138,0.89459,-1.16895,-2.68167,13.86268,5.92727
16185,161.85000,33.00000,1.89586,0.89070,-1.15637,-2.65016,13.50400,6.03730
16186,161.86000,33.00000,2.33678,0.88554,-1.16817,-2.63209,13.10275,6.07604
16187,161.87000,32.00000,2.33070,0.88749,-1.13767,-2.61853,12.77598,6.01785
16188,161.88000,31.00000,2.42366,0.88924,-1.20297,-2.67128,13.28480,5.94749
16189,161.89000,30.00000,2.58807,0.88793,-1.13331,-2.65908,13.36661,6.18093
16190,161.90000,31.00000,2.22432,0.88100,-1.14811,-2.65265,13.36229,6.10150
16191,161.91000,36.00000,1.81118,0.87491,-1.21100,-2.64784,13.17950,6.11234
16192,161.92000,44.00000,1.29725,0.86387,-1.20932,-2.59979,12.55488,6.01826
16193,161.93000,47.00000,0.74074,0.86289,-1.20733,-2.61544,12.67934,5.98232
16194,161.94000,47.00000,0.58677,0.86697,-1.25459,-2.63785,13.13377,5.80368
16195,161.95000,43.00000,0.73106,0.86604,-1.25577,-2.61915,12.45359,5.71358
16196,161.96000,44.00000,0.33931,0.86717,-1.24597,-2.61342,12.60351,5.74391
16197,161.97000,41.00000,-0.31039,0.85798,-1.24854,-2.56574,11.63109,5.70235
16198,161.98000,43.00000,-0.41059,0.86079,-1.27103,-2.61367,11.74108,5.82328
16199,161.99000,47.00000,-0.25328,0.85431,-1.31389,-2.62061,11.67414,5.96594
16200,162.00000,45.00000,0.23721,0.85353,-1.34844,-2.65436,12.05790,5.92280
16201,162.01000,48.00000,0.18214,0.85749,-1.36155,-2.66536,12.08937,5.75041
16202,162.02000,46.00000,-0.35968,0.85348,-1.35515,-2.63392,11.75823,5.70980
16203,162.03000,46.00000,-0.66354,0.87028,-1.38688,-2.69742,12.97050,5.57780
16204,162.04000,48.00000,-0.96085,0.87288,-1.35429,-2.66608,13.11779,5.48995
16205,162.05000,42.00000,-0.59218,0.87886,-1.33801,-2.66929,13.38536,5.52003
16206,162.06000,46.00000,-0.13675,0.89704,-1.43202,-2.73698,14.65055,5.41817
16207,162.07000,48.00000,-0.90474,0.90023,-1.41513,-2.75264,15.25123,5.53809
16208,162.08000,38.00000,-1.11881,0.90770,-1.42979,-2.77103,15.43537,5.64267
16209,162.09000,26.00000,0.58410,0.93936,-1.52655,-2.88147,18.21402,4.95932
16210,162.10000,21.00000,0.35680,0.95682,-1.52964,-2.92958,21.03866,4.86346
16211,162.11000,21.00000,-2.52345,0.96825,-1.64534,-2.95268,22.23762,4.51707
16212,162.12000,17.00000,-5.82179,0.98166,-1.48898,-2.94378,17.83692,4.07000
