centerFrame,time,zeroCross,intensity,autoCorr,LPC1,error,bandRatio,HNR
306,3.06000,32.00000,-8.21484,0.93056,-1.74510,-2.86224,12.32443,3.98291
307,3.07000,31.00000,-8.52278,0.92461,-1.83006,-2.87433,11.98847,4.18821
308,3.08000,31.00000,-8.54786,0.93362,-1.69691,-2.86546,12.88785,4.07964
309,3.09000,32.00000,-8.30540,0.93257,-1.71832,-2.86232,13.58812,4.03115
310,3.10000,29.00000,-8.49659,0.92286,-1.67706,-2.83830,12.60252,4.06442
311,3.11000,21.00000,-8.79879,0.92843,-1.56176,-2.81478,12.49683,4.08733
312,3.12000,20.00000,-8.64644,0.93337,-1.71381,-2.85717,12.86704,3.94441
313,3.13000,26.00000,-8.67676,0.92996,-1.64992,-2.84481,12.55906,3.95624
314,3.14000,31.00000,-8.37081,0.94053,-1.59478,-2.85237,13.43778,3.72816
315,3.15000,29.00000,-8.36276,0.94723,-1.57732,-2.87854,14.17747,3.61841
316,3.16000,32.00000,-8.73970,0.94550,-1.48379,-2.87094,14.07289,3.77088
317,3.17000,34.00000,-7.64396,0.94528,-1.62318,-2.88699,15.11302,4.00443
318,3.18000,38.00000,-7.00434,0.93611,-1.71875,-2.90038,15.21155,4.37197
319,3.19000,36.00000,-5.82674,0.94337,-1.93004,-2.93041,15.31562,4.73849
320,3.20000,32.00000,-5.26113,0.95493,-1.86432,-2.92651,15.83947,5.07371
321,3.21000,39.00000,-5.33081,0.96227,-1.82724,-2.94011,17.29926,5.26391
322,3.22000,30.00000,-4.24416,0.97247,-1.77322,-2.95691,17.82407,5.21704
323,3.23000,19.00000,-4.04431,0.97858,-1.64086,-2.95751,17.62258,5.38496
324,3.24000,15.00000,-3.71162,0.98316,-1.37129,-2.95635,15.51290,5.67022
325,3.25000,11.00000,-2.23909,0.98819,-1.59130,-2.98842,16.14593,5.75609
326,3.26000,11.00000,-1.71065,0.98893,-1.22285,-2.96325,14.98009,5.80057
327,3.27000,12.00000,-2.21966,0.98740,-1.42995,-2.97851,15.86064,6.05337
328,3.28000,14.00000,-2.43386,0.98541,-1.33881,-2.95937,16.20328,6.00507
329,3.29000,16.00000,-1.78055,0.98092,-1.45062,-2.94890,18.29300,6.07924
330,3.30000,14.00000,-1.15967,0.97535,-1.54304,-2.93324,17.81247,6.13799
331,3.31000,13.00000,-1.54767,0.96335,-1.65982,-2.92944,17.89752,6.15094
332,3.32000,13.00000,-2.32745,0.95677,-1.64367,-2.91797,17.98131,6.16259
333,3.33000,14.00000,-2.22082,0.95735,-1.87630,-2.94579,19.00883,6.11309
334,3.34000,20.00000,-1.51548,0.95164,-2.08186,-2.96273,20.37034,6.08663
335,3.35000,24.00000,-1.05733,0.94668,-2.05356,-2.96237,20.64136,6.03902
336,3.36000,22.00000,-1.09743,0.94471,-2.01215,-2.96154,20.52336,6.08728
337,3.37000,24.00000,-1.18703,0.94429,-1.94467,-2.95838,20.53156,6.06224
338,3.38000,31.00000,-1.16798,0.94358,-1.97241,-2.96264,20.67423,6.09455
339,3.39000,36.00000,-1.24651,0.93972,-1.86625,-2.95105,20.12787,6.03353
340,3.40000,32.00000,-1.22453,0.93862,-1.69827,-2.92704,19.38271,6.10721
341,3.41000,24.00000,-1.02388,0.94384,-1.65406,-2.92147,19.80320,6.15424
342,3.42000,20.00000,-0.84624,0.94935,-1.72526,-2.93225,18.89929,6.18640
343,3.43000,23.00000,-0.79589,0.94929,-1.58401,-2.90942,17.55978,6.11546
344,3.44000,25.00000,-0.97418,0.94345,-1.79217,-2.95312,18.99745,6.05321
345,3.45000,30.00000,-1.24475,0.93635,-1.54533,-2.91176,17.08452,5.97920
346,3.46000,31.00000,-1.55974,0.93670,-1.81243,-2.94699,18.01633,5.94591
347,3.47000,30.00000,-1.19560,0.93968,-1.74976,-2.93944,18.31900,6.02568
348,3.48000,29.00000,-1.10375,0.94399,-2.01309,-2.97060,19.38285,6.01586
349,3.49000,31.00000,-1.42179,0.94210,-1.80657,-2.95761,19.53539,6.09176
350,3.50000,40.00000,-1.40544,0.92995,-1.93221,-2.96595,20.49632,5.89850
351,3.51000,39.00000,-1.93035,0.92421,-1.77075,-2.94873,19.37807,5.85141
352,3.52000,34.00000,-2.69938,0.92795,-1.71164,-2.92805,17.61264,5.66353
353,3.53000,36.00000,-3.21361,0.93085,-1.81710,-2.93540,16.52681,5.68918
354,3.54000,33.00000,-3.67555,0.93388,-1.55283,-2.89792,15.95516,5.57340
355,3.55000,30.00000,-3.15860,0.93507,-1.67423,-2.92330,16.56764,5.63238
356,3.56000,32.00000,-2.84091,0.93128,-1.51366,-2.88143,15.86350,5.61000
357,3.57000,37.00000,-3.34711,0.92351,-1.53701,-2.88804,15.16230,5.53409
358,3.58000,41.00000,-3.54799,0.91994,-1.46012,-2.86882,14.66106,5.56692
359,3.59000,38.00000,-3.30917,0.92615,-1.58015,-2.91078,16.32494,5.49659
360,3.60000,35.00000,-3.17481,0.93042,-1.67720,-2.92770,17.67749,5.66908
361,3.61000,33.00000,-3.21086,0.92991,-1.93057,-2.95421,18.29907,5.52345
362,3.62000,35.00000,-3.33344,0.93338,-1.69497,-2.93024,18.06878,5.44744
363,3.63000,33.00000,-3.94046,0.93099,-1.63569,-2.92021,17.11309,5.38103
364,3.64000,32.00000,-4.07275,0.92895,-1.70597,-2.90914,14.98986,5.40787
365,3.65000,29.00000,-4.12105,0.93327,-1.65977,-2.91485,15.68978,5.23812
366,3.66000,31.00000,-4.17418,0.93025,-1.60910,-2.90524,16.73066,5.42371
367,3.67000,36.00000,-4.00754,0.93085,-1.72342,-2.93451,17.92767,5.50106
368,3.68000,30.00000,-4.16440,0.93230,-1.57897,-2.90482,16.30927,5.58027
369,3.69000,31.00000,-4.28556,0.93025,-1.75041,-2.91652,16.23957,5.59134
370,3.70000,34.00000,-4.05474,0.93762,-1.83053,-2.93408,16.77972,5.51997
371,3.71000,27.00000,-4.42085,0.94217,-1.66076,-2.90828,15.06202,5.54969
372,3.72000,30.00000,-5.01570,0.93074,-1.85900,-2.92365,14.82132,5.58172
373,3.73000,30.00000,-4.12515,0.93438,-1.72214,-2.90656,16.02169,5.34452
374,3.74000,25.00000,-3.93781,0.93569,-1.75833,-2.91916,16.00126,5.36963
375,3.75000,30.00000,-4.53263,0.93213,-1.87413,-2.93709,16.09447,5.38866
376,3.76000,33.00000,-4.49029,0.93823,-1.63327,-2.89609,16.13688,5.29154
377,3.77000,27.00000,-4.58589,0.94158,-1.86309,-2.93507,16.31565,5.49639
378,3.78000,31.00000,-4.48793,0.93813,-1.64712,-2.90875,17.30134,5.49247
379,3.79000,35.00000,-4.00726,0.93376,-1.55021,-2.89246,17.27372,5.38869
380,3.80000,29.00000,-4.16865,0.93144,-1.80387,-2.91817,17.01569,5.62215
381,3.81000,32.00000,-4.18573,0.93185,-1.62170,-2.89445,17.04294,5.57265
382,3.82000,30.00000,-3.85491,0.93317,-1.73483,-2.92038,18.15867,5.32611
383,3.83000,27.00000,-3.99237,0.93361,-2.00405,-2.94336,18.18070,5.38716
384,3.84000,37.00000,-4.18649,0.93265,-1.58723,-2.88062,17.01632,5.45472
385,3.85000,38.00000,-4.40427,0.92699,-1.61254,-2.88913,17.66307,5.44733
386,3.86000,36.00000,-4.08666,0.92305,-1.64740,-2.89121,18.28070,5.41750
387,3.87000,35.00000,-3.58855,0.92773,-1.60641,-2.88356,18.74258,5.49644
388,3.88000,33.00000,-3.72977,0.92860,-1.67248,-2.89359,19.23829,5.47150
389,3.89000,35.00000,-4.12556,0.92923,-1.63733,-2.89114,18.57187,5.39174
390,3.90000,38.00000,-4.18531,0.92817,-1.67106,-2.88403,17.86676,5.39534
391,3.91000,35.00000,-4.18896,0.93111,-1.65813,-2.88034,17.68020,5.51285
392,3.92000,36.00000,-4.12355,0.93668,-1.85641,-2.92490,20.02322,5.25936
393,3.93000,37.00000,-4.46112,0.93404,-1.73183,-2.90337,19.43321,5.35630
394,3.94000,34.00000,-4.96568,0.92716,-1.86137,-2.91506,18.66214,5.54984
395,3.95000,39.00000,-4.36193,0.92724,-1.75029,-2.90352,18.71403,5.30702
396,3.96000,40.00000,-3.88147,0.92937,-1.90211,-2.93611,20.91301,5.16075
397,3.97000,39.00000,-4.34108,0.92580,-1.75186,-2.91300,20.27229,5.41638
398,3.98000,42.00000,-4.41741,0.92166,-2.00696,-2.92591,19.67539,5.37193
399,3.99000,41.00000,-3.66149,0.92756,-1.76471,-2.90382,19.93954,5.16693
400,4.00000,38.00000,-3.69056,0.93258,-1.97825,-2.93950,21.56710,5.27189
401,4.01000,39.00000,-4.16306,0.92702,-1.77299,-2.91247,20.49662,5.42691
402,4.02000,42.00000,-3.77896,0.92968,-1.85113,-2.92498,20.92620,5.36316
403,4.03000,39.00000,-3.62683,0.92869,-1.81477,-2.91522,20.02056,5.43605
404,4.04000,36.00000,-3.74667,0.92716,-1.84689,-2.92339,20.68290,5.46395
405,4.05000,37.00000,-3.78077,0.93025,-1.76574,-2.92296,21.41037,5.37205
406,4.06000,38.00000,-3.95272,0.92654,-1.81846,-2.92389,20.91335,5.45052
407,4.07000,39.00000,-3.92356,0.92230,-1.77693,-2.90807,19.71972,5.38771
408,4.08000,40.00000,-3.60826,0.92903,-1.91206,-2.92692,20.58511,5.11929
409,4.09000,39.00000,-3.90143,0.92990,-1.83854,-2.92522,21.38934,5.24973
410,4.10000,40.00000,-4.57858,0.92457,-1.81311,-2.91788,20.90534,5.35680
411,4.11000,38.00000,-4.04905,0.92953,-1.88689,-2.92305,20.64710,5.09741
412,4.12000,36.00000,-3.78202,0.93125,-1.66727,-2.89984,20.58795,5.06067
413,4.13000,37.00000,-4.41314,0.92427,-1.75553,-2.91122,20.60956,5.32402
414,4.14000,42.00000,-4.35946,0.92595,-1.65370,-2.89776,20.10947,5.31546
415,4.15000,43.00000,-3.53115,0.93757,-1.70929,-2.91810,21.52276,5.20308
416,4.16000,37.00000,-4.04129,0.93754,-1.61068,-2.88885,19.55540,5.32341
417,4.17000,35.00000,-4.73609,0.93346,-1.60020,-2.88545,19.57706,5.49668
418,4.18000,35.00000,-3.86924,0.94372,-1.60790,-2.90782,21.17398,5.43487
419,4.19000,31.00000,-4.08726,0.94396,-1.68629,-2.91452,20.92680,5.34415
420,4.20000,33.00000,-4.48853,0.94497,-1.81862,-2.92339,20.69985,5.24678
421,4.21000,30.00000,-4.74600,0.94854,-1.58302,-2.89428,18.68497,5.24191
422,4.22000,23.00000,-4.63506,0.95226,-1.51256,-2.88126,18.51865,5.18682
423,4.23000,27.00000,-3.93092,0.94978,-1.53233,-2.87687,18.97023,5.11349
424,4.24000,30.00000,-3.52598,0.94772,-1.62991,-2.91057,20.58728,5.24599
425,4.25000,29.00000,-3.38974,0.95402,-1.59805,-2.91023,20.61726,5.50880
426,4.26000,22.00000,-3.65763,0.95503,-1.80721,-2.94752,22.23020,5.44552
427,4.27000,18.00000,-3.15520,0.95631,-1.86263,-2.95201,22.04045,5.48117
428,4.28000,21.00000,-3.13922,0.95918,-1.90415,-2.96028,22.56253,5.45213
429,4.29000,21.00000,-3.74835,0.95710,-1.78881,-2.94918,21.80073,5.40137
430,4.30000,28.00000,-3.35754,0.95715,-1.75449,-2.94354,22.10571,5.18944
431,4.31000,33.00000,-3.80365,0.95893,-1.89793,-2.95690,22.51405,5.22233
432,4.32000,33.00000,-4.41230,0.95607,-1.62159,-2.92502,20.97159,4.94340
433,4.33000,29.00000,-4.58951,0.95282,-1.89966,-2.94304,21.52706,5.05505
434,4.34000,25.00000,-5.36983,0.95125,-1.65750,-2.90779,19.39704,4.66291
435,4.35000,25.00000,-5.23342,0.95469,-1.81751,-2.93619,20.60635,4.62390
436,4.36000,24.00000,-5.39178,0.95106,-1.58545,-2.87450,17.94659,4.50576
437,4.37000,29.00000,-5.36146,0.95069,-1.71364,-2.92001,20.41534,4.48773
438,4.38000,31.00000,-5.21096,0.94937,-1.56207,-2.88355,18.96066,4.51333
439,4.39000,31.00000,-4.93412,0.94814,-1.69753,-2.92293,21.24854,4.65174
440,4.40000,31.00000,-4.61668,0.94976,-1.94080,-2.95474,22.89915,4.64459
441,4.41000,27.00000,-5.15940,0.94846,-1.80823,-2.93737,21.29381,4.80734
442,4.42000,33.00000,-5.12528,0.94738,-1.92077,-2.95035,22.40683,4.81363
443,4.43000,30.00000,-4.60688,0.94762,-1.80671,-2.93697,22.33688,4.52371
444,4.44000,27.00000,-5.01289,0.94509,-1.89431,-2.94392,22.20144,4.61605
445,4.45000,34.00000,-5.02676,0.95290,-1.75404,-2.93241,21.13753,4.76284
446,4.46000,31.00000,-4.73551,0.95131,-1.83470,-2.94527,22.33413,4.72433
447,4.47000,31.00000,-5.11006,0.93828,-1.82745,-2.92898,20.88042,4.93407
448,4.48000,39.00000,-4.83974,0.94193,-1.79978,-2.93111,20.81149,5.05343
449,4.49000,36.00000,-4.37314,0.95145,-1.79486,-2.94020,22.04722,5.06844
450,4.50000,29.00000,-5.06156,0.94618,-1.69952,-2.92228,21.05335,5.24723
451,4.51000,34.00000,-5.26216,0.94092,-1.72001,-2.92257,20.41017,5.27373
452,4.52000,33.00000,-4.54159,0.94842,-1.64412,-2.92345,21.39129,5.17812
453,4.53000,26.00000,-5.04332,0.94782,-1.57402,-2.88849,18.77825,5.22343
454,4.54000,36.00000,-5.61714,0.94660,-1.69506,-2.92242,20.77345,5.27137
455,4.55000,35.00000,-4.79076,0.95235,-1.55380,-2.89411,19.66138,5.10314
456,4.56000,25.00000,-4.89447,0.94912,-1.82384,-2.94075,21.47009,5.10708
457,4.57000,33.00000,-5.28486,0.94657,-1.59695,-2.88036,18.68619,5.20062
458,4.58000,35.00000,-4.90340,0.94961,-1.88828,-2.94798,21.71099,5.12355
459,4.59000,27.00000,-4.86708,0.94539,-1.62681,-2.89709,19.38800,5.18599
460,4.60000,31.00000,-5.12158,0.93945,-1.92789,-2.93983,21.46392,5.32271
461,4.61000,35.00000,-4.59042,0.94490,-1.70366,-2.90456,19.10847,5.15267
462,4.62000,30.00000,-4.58384,0.94775,-2.10953,-2.96029,21.99564,5.19133
463,4.63000,31.00000,-5.51960,0.94134,-1.60148,-2.88208,18.44289,5.37090
464,4.64000,33.00000,-4.97560,0.94958,-1.93951,-2.94514,21.08032,5.25500
465,4.65000,34.00000,-4.80285,0.95648,-1.71391,-2.93375,21.15981,5.15655
466,4.66000,31.00000,-5.50520,0.95087,-1.82394,-2.93876,21.50689,5.38382
467,4.67000,31.00000,-5.49624,0.94850,-1.67908,-2.90214,19.28367,5.51367
468,4.68000,35.00000,-5.12109,0.95011,-1.71984,-2.92874,21.97946,5.40669
469,4.69000,31.00000,-5.04799,0.94988,-1.66835,-2.91405,21.14272,5.39185
470,4.70000,29.00000,-5.38673,0.94757,-1.78586,-2.93439,22.20809,5.63556
471,4.71000,33.00000,-5.33231,0.94547,-1.79519,-2.93216,22.40528,5.53125
472,4.72000,30.00000,-4.65337,0.95154,-1.72987,-2.93082,21.94223,5.32441
473,4.73000,29.00000,-5.14748,0.94916,-1.76887,-2.93732,21.80703,5.55014
474,4.74000,29.00000,-5.66367,0.94002,-1.62795,-2.89920,19.96758,5.77806
475,4.75000,24.00000,-4.47341,0.94832,-1.76761,-2.93832,22.00520,5.68534
476,4.76000,22.00000,-3.72529,0.95214,-1.80143,-2.94624,23.08565,5.93643
477,4.77000,32.00000,-3.79747,0.94147,-1.94301,-2.96084,24.74888,6.15889
478,4.78000,32.00000,-3.48461,0.94058,-2.06559,-2.96955,25.76339,6.22768
479,4.79000,24.00000,-2.88300,0.95064,-1.87083,-2.95733,23.97221,6.24797
480,4.80000,18.00000,-2.74865,0.95339,-1.80736,-2.95673,22.75564,6.28618
481,4.81000,14.00000,-2.60131,0.95279,-1.81292,-2.95622,22.88134,6.30821
482,4.82000,18.00000,-2.43844,0.95220,-1.84508,-2.95904,24.07298,6.39504
483,4.83000,18.00000,-2.53172,0.95306,-1.97428,-2.96916,24.44315,6.43027
484,4.84000,16.00000,-2.83319,0.95334,-1.98780,-2.96881,25.16661,6.51118
485,4.85000,20.00000,-3.07962,0.95061,-1.92413,-2.96546,24.83257,6.48816
486,4.86000,20.00000,-3.32599,0.95173,-1.82125,-2.95834,23.33301,6.44590
487,4.87000,22.00000,-3.31234,0.95558,-1.94406,-2.96976,25.33749,6.38028
488,4.88000,28.00000,-3.03893,0.95791,-1.98052,-2.97190,25.72501,6.34440
489,4.89000,22.00000,-2.89263,0.96197,-1.91025,-2.96917,25.64476,6.35835
490,4.90000,16.00000,-2.88112,0.96522,-1.90753,-2.96913,24.43445,6.38754
491,4.91000,21.00000,-2.86170,0.96416,-1.90819,-2.96923,24.99505,6.38872
492,4.92000,19.00000,-2.89749,0.96296,-1.95670,-2.97066,24.28558,6.39287
493,4.93000,16.00000,-2.98146,0.96491,-2.32534,-2.98993,26.89722,6.36761
494,4.94000,16.00000,-2.99260,0.96472,-1.86531,-2.96847,24.10511,6.41128
495,4.95000,12.00000,-2.96356,0.96565,-1.69377,-2.95090,22.41546,6.51946
496,4.96000,14.00000,-3.05851,0.96782,-1.70282,-2.95341,22.84661,6.61933
497,4.97000,16.00000,-3.20912,0.96695,-1.52196,-2.92305,20.62763,6.67337
498,4.98000,16.00000,-3.34133,0.96573,-1.83527,-2.96416,23.77286,6.64559
499,4.99000,17.00000,-3.48476,0.96621,-1.57586,-2.92782,21.00090,6.54913
500,5.00000,18.00000,-3.63176,0.96936,-1.97832,-2.97819,24.89448,6.41588
501,5.01000,18.00000,-3.73764,0.97080,-1.60939,-2.94590,21.37143,6.30681
502,5.02000,16.00000,-3.86307,0.97264,-1.92144,-2.97607,24.28837,6.24747
503,5.03000,18.00000,-3.92833,0.97363,-1.71317,-2.95965,22.25269,6.23559
504,5.04000,16.00000,-3.81492,0.97410,-2.07137,-2.98451,24.55318,6.22021
505,5.05000,13.00000,-3.74360,0.97439,-1.84418,-2.97560,23.57503,6.28079
506,5.06000,13.00000,-3.64736,0.97429,-1.81856,-2.97419,23.39128,6.41659
507,5.07000,14.00000,-3.50497,0.97524,-1.76878,-2.97529,24.09610,6.54128
508,5.08000,14.00000,-3.24189,0.97705,-1.67471,-2.96234,22.16692,6.54723
509,5.09000,13.00000,-3.31306,0.97496,-1.68283,-2.96640,22.95761,6.58085
510,5.10000,13.00000,-3.52863,0.97524,-1.73742,-2.96790,22.61840,6.58266
511,5.11000,12.00000,-3.41968,0.97732,-1.63353,-2.96601,21.72388,6.45631
512,5.12000,12.00000,-3.26706,0.97753,-1.82423,-2.98055,23.99249,6.35412
513,5.13000,12.00000,-3.16165,0.97873,-1.61636,-2.96566,22.28175,6.37776
514,5.14000,16.00000,-3.10925,0.97991,-1.85881,-2.98614,25.37237,6.39612
515,5.15000,19.00000,-3.13327,0.98007,-1.83119,-2.98437,24.48683,6.32031
516,5.16000,20.00000,-3.11071,0.98052,-2.01297,-2.99063,25.01907,6.35442
517,5.17000,17.00000,-2.97827,0.98034,-1.60334,-2.96413,21.27698,6.46383
518,5.18000,12.00000,-2.77377,0.98106,-1.55051,-2.96336,21.25012,6.52051
519,5.19000,12.00000,-2.54884,0.98169,-1.50812,-2.95824,20.64456,6.53028
520,5.20000,13.00000,-2.60580,0.98036,-1.53858,-2.96297,21.29957,6.61679
521,5.21000,15.00000,-2.71867,0.98055,-1.66643,-2.97551,22.34414,6.60948
522,5.22000,16.00000,-2.58576,0.98213,-1.58368,-2.97255,21.93259,6.54153
523,5.23000,14.00000,-2.40984,0.98363,-1.61463,-2.97685,22.74575,6.52778
524,5.24000,12.00000,-2.40007,0.98359,-1.56270,-2.97023,21.93192,6.58598
525,5.25000,12.00000,-2.54148,0.98267,-1.64742,-2.97909,23.49782,6.56952
526,5.26000,12.00000,-2.66494,0.98264,-1.84439,-2.98676,23.27335,6.59111
527,5.27000,13.00000,-2.65568,0.98241,-1.60768,-2.97553,21.47467,6.66480
528,5.28000,12.00000,-2.51290,0.98296,-1.51930,-2.96862,21.22630,6.69542
529,5.29000,12.00000,-2.23384,0.98356,-1.50158,-2.96086,20.88024,6.63430
530,5.30000,13.00000,-2.25722,0.98121,-1.53519,-2.96687,21.80396,6.64998
531,5.31000,13.00000,-2.48436,0.97991,-1.62204,-2.97074,21.66259,6.67721
532,5.32000,12.00000,-2.44597,0.97956,-1.74248,-2.98063,22.81932,6.60519
533,5.33000,12.00000,-2.42398,0.97870,-1.74745,-2.98161,23.26642,6.55168
534,5.34000,12.00000,-2.39607,0.97835,-1.61757,-2.97403,21.86538,6.57489
535,5.35000,12.00000,-2.43877,0.97712,-1.78171,-2.98182,22.34567,6.54224
536,5.36000,13.00000,-2.54374,0.97614,-1.67709,-2.97629,22.56581,6.54661
537,5.37000,15.00000,-2.42192,0.97714,-1.67819,-2.98069,23.17114,6.64506
538,5.38000,16.00000,-2.13798,0.97830,-1.42586,-2.94505,19.56540,6.66525
539,5.39000,19.00000,-2.27328,0.97580,-1.70523,-2.97979,23.40287,6.64152
540,5.40000,19.00000,-2.60628,0.97501,-1.39097,-2.94181,19.44598,6.67919
541,5.41000,16.00000,-2.68037,0.97615,-1.76109,-2.98260,23.83770,6.62188
542,5.42000,18.00000,-2.71309,0.97592,-1.73607,-2.98060,23.11209,6.51299
543,5.43000,17.00000,-2.82796,0.97764,-1.75144,-2.98307,23.09077,6.46368
544,5.44000,16.00000,-3.02662,0.97821,-1.78556,-2.98267,23.07398,6.52127
545,5.45000,17.00000,-3.03431,0.97803,-1.56419,-2.97033,21.70784,6.43999
546,5.46000,16.00000,-2.82952,0.97979,-1.46513,-2.95534,19.72478,6.38781
547,5.47000,14.00000,-2.81607,0.98032,-1.58493,-2.97385,21.13693,6.37073
548,5.48000,13.00000,-3.21296,0.97979,-1.37663,-2.94657,19.42300,6.33772
549,5.49000,13.00000,-3.27158,0.97954,-1.78401,-2.98539,23.40999,6.23760
550,5.50000,16.00000,-3.13765,0.97798,-1.61051,-2.96915,22.20169,6.24213
551,5.51000,20.00000,-3.25806,0.97500,-1.70823,-2.97669,23.50717,6.27741
552,5.52000,23.00000,-3.24030,0.97076,-1.62744,-2.96672,22.47279,6.35559
553,5.53000,23.00000,-3.12999,0.96781,-1.57656,-2.96010,21.39246,6.52429
554,5.54000,22.00000,-2.90249,0.96782,-1.77147,-2.97300,21.91506,6.59126
555,5.55000,24.00000,-3.14983,0.96665,-1.66282,-2.96840,21.99665,6.65022
556,5.56000,25.00000,-3.50150,0.96713,-1.67881,-2.97145,22.11888,6.74704
557,5.57000,21.00000,-3.52086,0.96905,-1.85154,-2.98438,23.45760,6.66069
558,5.58000,14.00000,-3.73284,0.97063,-1.70774,-2.97424,21.72281,6.55053
559,5.59000,14.00000,-3.82815,0.97178,-1.77652,-2.97662,21.82064,6.57093
560,5.60000,17.00000,-3.94424,0.97335,-1.60845,-2.96354,20.78412,6.58837
561,5.61000,15.00000,-3.73296,0.97749,-1.49026,-2.94414,19.02267,6.48767
562,5.62000,13.00000,-3.65651,0.97742,-1.64006,-2.96204,20.83774,6.45533
563,5.63000,17.00000,-3.82818,0.97334,-1.48293,-2.94376,19.47470,6.41513
564,5.64000,20.00000,-3.68841,0.97134,-1.76979,-2.97767,21.93050,6.27996
565,5.65000,22.00000,-3.57929,0.96967,-1.58602,-2.96378,20.71176,6.19006
566,5.66000,22.00000,-3.49711,0.96887,-1.79940,-2.97627,21.10493,6.17313
567,5.67000,18.00000,-3.51104,0.96759,-1.68858,-2.96823,20.79124,6.22721
568,5.68000,21.00000,-3.40062,0.96748,-1.74826,-2.97275,21.28658,6.31922
569,5.69000,22.00000,-3.12673,0.96801,-1.42776,-2.93215,18.71064,6.47851
570,5.70000,19.00000,-2.92977,0.96796,-1.82853,-2.97537,22.08074,6.57511
571,5.71000,17.00000,-3.11087,0.96808,-1.47462,-2.93448,18.90143,6.67673
572,5.72000,17.00000,-3.22526,0.96965,-1.69018,-2.97002,21.59721,6.78023
573,5.73000,15.00000,-3.07356,0.97078,-1.83632,-2.98073,22.56292,6.76080
574,5.74000,14.00000,-3.10995,0.97145,-1.70222,-2.97377,21.61820,6.76630
575,5.75000,14.00000,-3.12692,0.97286,-1.69604,-2.97256,21.45983,6.80448
576,5.76000,13.00000,-3.16440,0.97230,-1.89563,-2.98212,21.70972,6.92740
577,5.77000,13.00000,-3.13027,0.97290,-1.60699,-2.96412,20.36493,6.97479
578,5.78000,12.00000,-2.85451,0.97440,-1.62630,-2.95596,18.89938,7.02263
579,5.79000,13.00000,-2.82280,0.97048,-1.71229,-2.96300,19.10439,7.06047
580,5.80000,19.00000,-2.96182,0.96633,-1.55530,-2.94378,18.71313,7.06700
581,5.81000,19.00000,-2.81861,0.96645,-2.02492,-2.98412,20.29701,6.93412
582,5.82000,18.00000,-2.66113,0.96783,-1.64252,-2.96106,19.09289,6.79548
583,5.83000,16.00000,-2.69028,0.96633,-1.95359,-2.98294,20.44896,6.71067
584,5.84000,16.00000,-2.70686,0.96486,-1.77418,-2.97320,20.21808,6.66287
585,5.85000,16.00000,-2.61598,0.96695,-1.65963,-2.96800,20.05687,6.61791
586,5.86000,16.00000,-2.43948,0.97040,-1.46807,-2.93176,17.90262,6.56132
587,5.87000,17.00000,-2.52888,0.97046,-1.69576,-2.96872,19.76223,6.53138
588,5.88000,17.00000,-2.84150,0.96993,-1.45290,-2.93143,17.17237,6.51169
589,5.89000,16.00000,-2.92100,0.97187,-1.56246,-2.95540,18.34656,6.41538
590,5.90000,14.00000,-2.91396,0.97286,-1.73987,-2.97016,18.00056,6.34507
591,5.91000,14.00000,-2.94515,0.97469,-1.53847,-2.95231,17.14310,6.28731
592,5.92000,12.00000,-3.12093,0.97703,-1.67548,-2.96824,19.26546,6.27686
593,5.93000,13.00000,-3.24785,0.97942,-1.90225,-2.98204,20.52762,6.30717
594,5.94000,13.00000,-3.27347,0.98062,-1.72339,-2.97188,20.29885,6.42044
595,5.95000,12.00000,-3.16321,0.98017,-1.53033,-2.95411,18.72244,6.50508
596,5.96000,12.00000,-2.92205,0.97975,-1.65078,-2.95669,18.65319,6.59007
597,5.97000,13.00000,-3.03414,0.97604,-1.56583,-2.94630,18.46055,6.67838
598,5.98000,13.00000,-3.36206,0.97368,-1.66875,-2.95874,18.50849,6.72479
599,5.99000,12.00000,-3.27869,0.97300,-1.81428,-2.97254,19.42236,6.74062
600,6.00000,12.00000,-3.18103,0.97256,-1.70962,-2.96572,19.74693,6.76192
601,6.01000,12.00000,-3.37461,0.97166,-1.84665,-2.97456,20.23728,6.81436
602,6.02000,12.00000,-3.50256,0.97176,-1.77984,-2.97047,20.64935,6.80579
603,6.03000,13.00000,-3.45735,0.97336,-1.66030,-2.96143,20.27705,6.81734
604,6.04000,13.00000,-3.24501,0.97640,-1.48572,-2.94217,19.24772,6.74181
605,6.05000,13.00000,-3.29953,0.97658,-1.68296,-2.96306,20.76681,6.67937
606,6.06000,13.00000,-3.58744,0.97589,-1.49579,-2.92989,17.75436,6.63376
607,6.07000,12.00000,-3.67915,0.97758,-1.76460,-2.97172,20.22759,6.57970
608,6.08000,12.00000,-3.66784,0.97764,-1.81803,-2.97427,20.38238,6.50116
609,6.09000,12.00000,-3.61848,0.97805,-1.67448,-2.96770,20.66265,6.46253
610,6.10000,12.00000,-3.69471,0.97807,-1.84291,-2.97712,21.58923,6.50893
611,6.11000,13.00000,-3.75199,0.97716,-1.71717,-2.96625,20.62330,6.59278
